product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"Canon PIXMA PRO-100s","Als je een printer zoekt speciaal voor het afdrukken van foto's, dan is de Canon PIXMA PRO-100s een goede keuze. Met het 8 kleurensysteem print je natuurgetrouwe kleuren op formaten van 10 x 15 cm tot A3+. Zo heb je altijd het juiste formaat voor jouw foto's. De PIXMA PRO-100s is te delen via je router of via wifi. Zo verstuur je eenvoudig vanaf je camera, smartphone of tablet opdrachten naar de printer. Mooie extra is dat je ook je cd's, dvd's, of blu-ray discs kunt bedrukken met de bijgeleverde cd-lade.","499,-","Canon","9984B009","None","Inkjet","A3+","4800 x 2400","0,6 ppm","0,6 ppm","None","68,9 cm x 38,5 cm x 21,5 cm","19,7 kg"
Inkjetprinters,"Epson EcoTank ET-4750","De Epson EcoTank ET-4750 is een All-in-one inkjetprinter voor kleine- en middelgrote bedrijven. Dankzij het gebruik van inktreservoirs vul je inkt bij door middel van meegeleverde inktflessen, in plaats van cartridges. Hierdoor print je 3 jaar lang met 1 inktfles. Via de netwerkkabel neem je de printer op in je bedrijfsnetwerk of verbind het apparaat via wifi om vanaf je smartphone of laptop te printen. Naast printen, kopiëren en scannen fax je ook documenten naar zakenpartners. De printer heeft een ruime papierlade van 250 papiervellen, waardoor je minder vaak papier vervangt. Bovendien print je automatisch dubbelzijdig om papier te besparen.","499,-","Epson","C11CG19401","None","Inkjet","A4","4800 x 1200","15 ppm","8 ppm","None","37,5 cm x 34,7 cm x 18,7 cm","6,7 kg"
Inkjetprinters,"Epson WorkForce WF-7715DWF","De Epson WorkForce WF-7715DTWF is een professionele All-in-one A3 inkjetprinter voor kleine tot middelgrote bedrijven. De printer heeft een afzonderlijke papierlade met een capaciteit van maximaal 250 A3 en A4 vellen. Zo wissel je normale A4 tekstdocumenten af met grootformaat papier voor brochures, flyers en posters zonder deze tussendoor te verwisselen. Bovendien print het apparaat dubbelzijdig, waardoor je beide zijden van het papier benut. Maak je regelmatig kopieën of scans? De automatische documentinvoer (ADF) van 35 pagina's scant je facturen, brieven of andere documenten achter elkaar. Je print meteen vanaf je laptop, desktop of telefoon door je apparaat dicht bij de printer te houden.","199,-","Epson","C11CG36414","None","Inkjet","A3","4800 x 2400","18 ppm","10 ppm","None","56,7 cm x 48,6 cm x 34 cm","18,5 kg"
Laserprinters,"Brother MFC-L5750DW","De Brother MFC-L5750DW zwart-wit All-in-One laserprinter scant en print tot 40 pagina's per minuut is. Dit maakt de All-in-One geschikt voor op een groot kantoor. Via het LCD touchscreen van 12,3 cm selecteer jij eenvoudig de gewenste scan-, kopieer-, fax- en printinstellingen. Deel de MFC-L5750DW via wifi met de hele werkgroep. Print presentaties en rapporten eenvoudig via AirPrint of Google Cloud Print. Je eerste printje ligt binnen 8 seconden voor je klaar, waardoor je nooit lang hoeft te wachten. Contracten tot 50 pagina's scan je snel via de ADF. De scanner corrigeert scheef ingevoerde pagina's, negeert blanco pagina's en verwijdert kleur uit de achtergrond zodat je het resultaat direct af kunt drukken.","479,-","Brother","MFC-L5750DW","None","Laser","A4","1200 x 1200","40 ppm","None","None","54,5 cm x 52 cm x 64,1 cm","16,5 kg"
Laserprinters,"Lexmark CX517DE","Print, scan of kopieer al je presentaties en handouts in zwart of kleur met de Lexmark CX517DE All-in-one laserprinter. Dit maakt hem geschikt voor marketing- of architectenbureaus. Om de 2 seconden drukt de printer een pagina af, waardoor je niet lang wacht tot je printjes klaar zijn. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen met deze printer. Maak op het 17,8 cm grote kleuren touchscreen wijzigingen in je printtaken en bekijk direct het resultaat voor je daadwerkelijk print. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas binnen de app de printerinstellingen aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","479,-","Lexmark","28EC511","None","Laser","A4","2400 x 600","30 ppm","30 ppm","1,024 GB","44,4 cm x 58,9 cm x 47 cm","28,2 kg"
Inkjetprinters,"Canon PIXMA TS5151","De Canon PIXMA TS5151 is een All-in-one inkjet printer voor privégebruik. Je gebruikt de printer via wifi of Bluetooth met je computer, tablet en smartphone. Of gebruik de Canon app om vanuit de cloud te printen, zo maak je afdrukken zelfs als je nog niet thuis bent. Maak je regelmatig tekstprints, dan bespaar je papier door dubbelzijdig te printen. Kies op het 6,2 centimeter grote kleurenscherm de instellingen voor je scans of kopieën. Foto's druk je randloos af zonder witte randen. Bovendien bewaar je fotopapier in de speciale lade aan de achterzijde. En dankzij de hoge afdrukresolutie van 4.800 bij 1.200 dpi is je beeldmateriaal scherp en gedetailleerd.","89,-","Canon","2228C026","None","Inkjet","A4","4800 x 1200","13 ppm","6,8 ppm","None","42,5 cm x 31,5 cm x 14,7 cm","6,5 kg"
Laserprinters,"Ricoh SP 3610SF","Deze Ricoh SP 3610SF LED printer is geschikt voor de print intensieve kantooromgeving. Print, scan, kopieer en fax al je papierwerk. Dankzij de led techniek hoeft de printer niet op te warmen waardoor je bespaart op het energieverbruik. Door de netwerkaansluiting deel je deze printer gemakkelijk met andere werknemers. Je print met een afdruksnelheid van 30 zwarte pagina's per minuut. En dankzij de automatische documentinvoer en automatisch dubbelzijdig afdrukken leg je je stapel documenten in de lade en scan of kopieer deze zonder dat je er bij hoeft te staan.","489,-","Ricoh","906521","None","Led technologie","A4","1200 x 1200","30 ppm","None","None","40 cm x 39,2 cm x 40,6 cm","19 kg"
Inkjetprinters,"Epson SureColor SC-P600","Veel printers kunnen foto's printen, maar weinige printen zo scherp als de SC-P600. Print vanaf een rol papier, of laad papier tot A3+-formaat in de multifunctionele papierlade. Je afdrukken hebben levendige kleuren dankzij de 9 afzonderlijke cartridges. Mooie extra is dat deze printer een touchscreen heeft waardoor je de printer eenvoudig bedient. Professionele foto's printen was nog nooit zo eenvoudig.","589,-","Epson","C11CE21301","None","Inkjet","A3+","5760 x 1440","6 ppm","6 ppm","None","61,6 cm x 36,9 cm x 22,8 cm","15 kg"
Laserprinters,"HP LaserJet Enterprise M506dn","De HP LaserJet Enterprise M506dn is een snelle laserprinter voor jouw kantoor. Met een snelheid tot maar liefst 48 pagina's per minuut, hoef jij nooit lang te wachten tot die belangrijke documenten klaar zijn. Daarnaast bespaar je papier omdat je automatisch dubbelzijdig print. Wil je met de hele werkgroep gebruik maken van de M506dn? Deze printer is eenvoudig via je modem te delen, zodat je met meerdere mensen gebruik maakt van deze LaserJet.","459,-","HP","F2A69A","None","Laser","A4","1200 x 1200","43 ppm","None","None","41,8 cm x 37,6 cm x 29,8 cm","11,8 kg"
Inkjetprinters,"Canon PIXMA TS8150","De Canon PIXMA TS8150 is een All-in-one inkjet printer voor veeleisende hobbyisten en fotografen. Dankzij 6 individuele inktcartridges, waaronder speciale inkt voor blauw en zwart, print je foto's met diepe blauw- en zwarttinten. Bovendien ondersteunt de printer randloos printen zodat je gehele papier bedekt is. Steek een SD kaart in het geheugenkaartslot en je selecteert op het grote 10,8 centimeter kleuren touchscreen direct afbeeldingen om te printen. Of gebruik het display om je scans of kopieën naar eigen wens in te stellen. De printer heeft 2 afzonderlijke lades voor document papier en fotopapier, zo houd je verschillende prints gescheiden. Print je wel eens lange tekstdocumenten? Dan druk je dubbelzijdig af om papier te besparen. Gebruik de Canon app voor je smartphone en tablet en print direct vanuit de cloud. Zo ligt je print klaar als je thuiskomt.","179,-","Canon","2230C006","None","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","None","37,2 cm x 32,4 cm x 13,9 cm","6,5 kg"
Inkjetprinters,"Canon PIXMA TR8550","De Canon PIXMA TR8550 is een uitgebreide All-in-one kantoorprinter voor kleine bedrijven. Facturen en rapporten print je automatisch dankzij de automatische documentinvoer (ADF) voor 20 pagina's. Sluit de printer aan via de netwerkaansluiting of gebruik wifi. Stuur printopdrachten meteen op je smartphone of computer naar het apparaat of stuur deze vanuit de cloud. Zo liggen je documenten al voor je klaar als je nog niet op kantoor bent. Kleurenprints zoals hand-outs of presentaties druk je kleurrijk af dankzij 5 individuele kleuren cartridges, waaronder 1 voor speciale fotozwarte inkt. Bovendien maak je afdrukken zonder witranden. Je verstuurt een fax of maakt een kopie en scan via het 10,8 centimeter grote kleuren touchscreen. De printer heeft 2 aparte lades voor papier om tekstdocumenten te printen en een lade voor fotopapier.","179,-","Canon","2233C009","None","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","None","43,8 cm x 35,1 cm x 19 cm","8 kg"
Laserprinters,"Brother HL-L6300DW","De Brother HL-L6300DW is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 46 pagina's per minuut. Voer op het 4,5 cm grote kleuren touchscreen je printopdrachten in en print zonder tussenkomst van een pc. Met de extra grote papierlade met een capaciteit van 520 vel hoef je niet vaak je papier aan te vullen. En met de meegeleverde toner druk je tot 8.000 pagina's af. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe.","449,-","Brother","HL-L6300DW","None","Laser","A4","1200 x 1200","46 ppm","None","None","39,6 cm x 40 cm x 28,8 cm","13,2 kg"
Inkjetprinters,"Epson EcoTank ET-3700","De Epson EcoTank ET-3700 is een All-in-one inkjetprinter voor je thuiskantoor. Deze printer vul je aan met inkt uit de bijgeleverde inktflessen in plaats van verwisselbare inktpatronen. Dat maakt de printer een stuk duurzamer dan reguliere printers, je print namelijk 3 jaar lang met dezelfde inktflessen als je ongeveer 4 prints per dag maakt. Ook bespaar je op papier dankzij dubbelzijdig printen. En door de invoerlade van maximaal 150 papiervellen hoef je niet zelf papier bij te vullen. Facturen, offertes en andere papieren documenten scan je zo naar je pc of in de cloud, zodat je overal bij je bestanden kunt. De juiste kopieerinstellingen kies je eenvoudig op het 6,1 centimeter grote kleurenscherm.","429,-","Epson","C11CG21401","None","Inkjet","A4","4800 x 1200","15 ppm","8 ppm","None","37,5 cm x 34,7 cm x 18,7 cm","5,8 kg"
Laserprinters,"Xerox Versalink C400V_DN","Met de Xerox Versalink C400V_DN laserprinter maak je met 20 collega's 150 printjes per dag wat hem geschikt maakt voor een groot kantoor. Het ConnectKey platform geeft je de vrijheid printerinstellingen aan te passen vanaf je smartphone of printer. Zo stuur je printjes en scantaken naar de cloud. Of beperk de toegang tot de printer voor een gebruiker vanwege bijvoorbeeld hoog papierverbruik. Is de toner bijna op? Dan bestelt de printer automatisch nieuwe toners, waardoor je nooit zonder inkt zit. Al je printjes zijn dankzij de 256-bits encryptie beschermt tijdens de verzending, zodat onbevoegden geen toegang hebben tot je gevoelige data. Je bespaart verder papier doordat je automatisch dubbelzijdig afdrukt.","439,-","Xerox","C400V_DN","None","Laser","A4","600 x 600","35 ppm","35 ppm","2 GB","49,1 cm x 48,8 cm x 39,9 cm","26 kg"
Laserprinters,"Brother MFC-L8690CDW","Deze Brother MFC-L8690CDW All-in-one kleurenlaserprinter beschikt over veiligheidsinstellingen wat hem geschikt maakt voor een notariskantoor of ministerie. Beveilig je printtaken optioneel met een pincode en alleen als je deze invoert op de printer zelf, start hij pas met afdrukken. Dit is handig als je bijvoorbeeld niet wil dat iedereen je printjes leest voor jij zelf bij de printer bent. Is een faxfunctie nog van waarde voor jouw bedrijf? Ontvang vanaf nu al je faxen direct digitaal via de mail. Dit scheelt het achteraf inscannen en je bespaart op de papierkosten. Je archiveert op hoog tempo al je contracten en maakt er doorzoekbare pdf's van dankzij de tekstherkenningsfunctie. Ben je op zoek naar een bepaald document? Voer een zoekopdracht in en je hebt zo de juiste papieren weer gevonden.","399,-","Brother","MFC-L8690CDW","None","Laser","A4","2400 x 600","31 ppm","31 ppm","0,512 GB","43,5 cm x 52,6 cm x 53,9 cm","27,9 kg"
Inkjetprinters,"Canon PIXMA TR7550","De Canon PIXMA TR7550 is een compacte All-in-one inkjet printer voor thuiskantoren en kleinzakelijke omgevingen. Dankzij de ADF met een capaciteit van 20 papiervellen ligt er altijd een stapeltje papier klaar om automatisch te printen. Verbind je desktop, laptop of telefoon via wifi of Bluetooth en je gebruikt elk mobiel apparaat om te printen. Of stuur via de cloud je printopdracht. Dan liggen je documenten in je kantoor voor je klaar na een zakengesprek. Beeldmateriaal print je scherp, dankzij de hoge afdrukresolutie van 4.800 bij 1.200. Bovendien zien je hand-outs er kleurrijk uit, door de 5 afzonderlijke inktcartridges. Bewaar fotopapier in de speciale lade aan de achterzijde om tekstprints en beeldmateriaal gescheiden te printen. Wil je snel een factuur kopiëren? Op het grote 10,8 centimeter touch screen stel je de print in zoals jij het wilt en zend je direct een fax door, via de faxfunctie.","149,-","Canon","2232C009","None","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","None","43,8 cm x 35 cm x 19 cm","8 kg"
Inkjetprinters,"Epson Expression Photo XP-55","Herinner jij de tijd nog toen de plaatselijke kruidenier de enige was die jouw vakantiekiekjes in tastbare foto's om kon toveren? Met de Expression Photo XP-55 ben jij degene die jouw fotobestanden omzet in een tastbaar resultaat. Handig is dat je van zowel pc, laptop, smartphone, tablet of usb-stick printopdrachten kunt uitvoeren. Zo print je snel en eenvoudig jouw dierbaarste herinneringen uit.","156,99","Epson","C11CD36402","None","Inkjet","A4","1400 x 5760","9,5 ppm","9 ppm","None","39 cm x 33,8 cm x 14,1 cm","5 kg"
Laserprinters,"Canon i-SENSYS LBP151dw","Druk documenten dubbelzijdig af met de Canon i-SENSYS LBP151dw zwart-wit laserprinter voor op kantoor. Verbind je printer met je laptop, pc via een netwerkkabel of verstuur je opdracht draadloos via wifi. Met de Canon Print Business App verstuur je presentaties en documenten ook buiten je netwerk naar de printer. Dankzij een printsnelheid van 27 pagina's per minuut hoef je nooit lang te wachten.","171,99","Canon","0568C001","None","Laser","A4","600 x 600","27 ppm","None","None","36,5 cm x 39 cm x 24,5 cm","8,6 kg"
Inkjetprinters,"Epson SureColor SC-P400","Print haarscherpe foto's tot A3-formaat met de Epson SureColor SC-P400. De 8 afzonderlijke cartridges zorgen voor een scherpe kleurweergave, zodat jouw foto's natuurgetrouw op het papier verschijnen. Bijzonder is de mogelijkheid om vanaf een papierrol te printen. Daarmee kun je namelijk zonder gedoe jouw panorama-foto's in een tastbaar resultaat omzetten. De SureColor SC-P400 is deelbaar via wifi, zodat je eenvoudig met meerdere mensen gebruik maakt van deze fotoprinter.","549,-","Epson","C11CE85301","None","Inkjet","A3+","5760 x 1440","9 ppm","5 ppm","None","62,2 cm x 32,4 cm x 21,9 cm","12,3 kg"
Laserprinters,"Samsung CLX-6260ND","Wachtrijen bij de printer zijn met de Samsung CLX-6260ND verleden tijd. Met het uitgebreide geheugen en de optie om automatisch dubbelzijdig te printen, hoef je namelijk nooit lang te wachten op jouw prints. Dankzij de uitstekende printkwaliteit zijn je prints ook geschikt voor gebruik buiten het bedrijf. Dus sluit de printer via een netwerkkabel aan op jouw modem, deel de printer met je collega's en ga zonder zorgen aan de slag!","449,-","Samsung","CLX-6260ND/SEE","None","Laser","A4","600 x 600","24 ppm","24 ppm","None","42 cm x 45,25 cm x 47,68 cm","26,7 kg"
