product_type,product_name,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"Samsung C32F391FWU","329,-","Samsung","LC32F391FWUXEN","32 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort","72,43 cm x 24,77 cm x 52,22 cm","6,2 kg"
Monitoren,"Acer Predator Z35P","1.099,-","Acer","UM.CZ1EE.P01","35 inch","3440 x 1440 pixels","4 ms","None","100 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","84,4 cm x 30,9 cm x 57,9 cm","12,5 kg"
Monitoren,"LG 22MP58VQ-P","119,-","LG","22MP58VQ-P","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","51 cm x 39,6 cm x 8,1 cm","2,9 kg"
Monitoren,"Asus MB169B+","249,-","Asus","MB169B+","16 inch","1920 x 1080 pixels","14 ms","None","60 Hz","IPS paneel","USB-type A","37,9 cm x 0,85 cm x 23,6 cm","0,8 kg"
Monitoren,"iiyama ProLite XB2483HSU-B2DP","179,-","Iiyama","XB2483HSU-B2DP","24 inch","1920 x 1080 pixels","4 ms","None","60 Hz","AMVA paneel","VGA, DVI, DisplayPort, Hoofdtelefoon","55,25 cm x 23 cm x 38,1 cm","5,6 kg"
Monitoren,"Samsung C27F591FDU","309,-","Samsung","LC27F591FDUXEN","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","61,42 cm x 27,04 cm x 45,73 cm","4,4 kg"
Monitoren,"AOC Q2577PWQ","299,-","AOC","Q2577PWQ","25 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon","57,14 cm x 19,91 cm x 47,48 cm","8,5 kg"
Monitoren,"Philips 223V7QHAB","119,-","Philips","223V7QHAB","21,5 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","49 cm x 19,5 cm x 36,8 cm","2,92 kg"
Monitoren,"iiyama B2780HSU","219,-","Iiyama","B2780HSU-B1","27 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, USB-type A","64,2 cm x 25 cm x 43,8 cm","8 kg"
Monitoren,"BenQ GW2270HM","119,-","BenQ","9H.LEXLA.TBE","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, Hoofdtelefoon","54,6 cm x 26,8 cm x 47,6 cm","3,6 kg"
Monitoren,"Asus VC279H","229,-","Asus","90LM01D0-B01670","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,3 cm x 21 cm x 44,1 cm","4,4 kg"
Monitoren,"AOC AGON AG241QX","379,-","AOC","AG241QX","24 inch","2560 x 1440 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","55,44 cm x 21,3 cm x 48,9 cm","5,53 kg"
Monitoren,"LG 43UD79","699,-","LG","43UD79-B.AEU","43 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type C","96,7 cm x 27,5 cm x 64,76 cm","15,9 kg"
Monitoren,"LG 24GM79G","299,-","LG","24GM79G-B.AEU","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon, USB, USB-type A","51,816 cm x 56,642 cm x 38,862 cm","6 kg"
Monitoren,"Acer K222HQLCbid","119,-","Acer","UM.WX2EE.C01","22 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","51 cm x 20,7 cm x 39 cm","3,6 kg"
Monitoren,"Asus VP278H","209,-","Asus","VP278H","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA","64,14 cm x 21,94 cm x 44,45 cm","4,8 kg"
Monitoren,"Samsung C49HG90","1.499,-","Samsung","LC49HG90DMUXEN","49 inch","3840 x 1080 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type B","120 cm x 38 cm x 53 cm","15 kg"
Monitoren,"Philips Brilliance BDM3270QP2","399,-","Philips","BDM3270QP2/00","32 inch","2560 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","74,2 cm x 65,7 cm x 27 cm","10,76 kg"
Monitoren,"LG 24UD58-B","339,-","LG","24UD58-B.AEU","24 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","55,37 cm x 20,32 cm x 42,16 cm","3,99 kg"
Monitoren,"Asus VG245H","219,-","Asus","90LM02V0-B01370","24 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, Hoofdtelefoon","56,1 cm x 5 cm x 32,9 cm","5,1 kg"
Monitoren,"BenQ SW2700PT","699,-","BenQ","9H.LDKLB.QBE","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","65,2 cm x 32,2 cm x 44,5 cm","8,3 kg"
Monitoren,"HP EliteDisplay E202","189,-","HP","M1F41AT#ABB","20 inch","1600 x 900 pixels","7 ms","None","75 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","47,9 cm x 4,95 cm x None","4,8 kg"
Monitoren,"HP Z22n","239,-","HP","M2J71AT#ABB","22 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort","48,81 cm x 18,9 cm x 47,74 cm","4,75 kg"
Monitoren,"LG 24MP68VQ","169,-","LG","24MP68VQ-P.AEU","24 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","54,17 cm x 18,68 cm x 41,62 cm","3,3 kg"
Monitoren,"Asus ROG Swift PG248Q","499,-","Asus","90LM02J0-B01370","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DisplayPort, USB-type A","56,2 cm x 23,8 cm x 53,8 cm","6,6 kg"
Monitoren,"LG 29UM59A","259,-","LG","29UM59A-P.AEU","29 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, USB-type C","70,3 cm x 21,3 cm x 41,4 cm","5,2 kg"
Monitoren,"Samsung LU28H750UQUXEN","499,-","Samsung","LU28H750UQUXEN","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DisplayPort","65,3 cm x 24,3 cm x 47,6 cm","5,2 kg"
Monitoren,"Samsung LU32H850UMUXEN","679,-","Samsung","LU32H850UMUXEN","32 inch","3840 x 2160 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, USB-type A","73,1 cm x 29,9 cm x 62 cm","8,8 kg"
Monitoren,"iiyama ProLite LE4840S-B1","599,-","Iiyama","LE4840S-B1","48 inch","1920 x 1080 pixels","8 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","108,2 cm x 62,35 cm x 6,1 cm","11,5 kg"
Monitoren,"iiyama ProLite X2481HS-B1","139,-","Iiyama","X2481HS-B1","24 inch","1920 x 1080 pixels","6 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI","54,35 cm x 2,135 cm x 38,9 cm","3,7 kg"
Monitoren,"Samsung LC32HG70QQUXEN","799,-","Samsung","LC32HG70QQUXEN","32 inch","2560 x 1440 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","72,4 cm x 38,1 cm x 62,2 cm","9,6 kg"
Monitoren,"iiyama ProLite X4071UHSU-B1","599,-","Iiyama","X4071UHSU-B1","40 inch","3840 x 2160 pixels","3 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","90,65 cm x 23,85 cm x 57,7 cm","None"
Monitoren,"BenQ EW2775ZH","199,-","BenQ","9H.LEELB.QBE","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, Hoofdtelefoon","61,38 cm x 19,49 cm x 45,85 cm","4,3 kg"
Monitoren,"AOC AGON AG271QG","769,-","AOC","AG271QG","27 inch","2560 x 1440 pixels","4 ms","None","165 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB, USB-type A","62,3 cm x 21,8 cm x 43,3 cm","6,8 kg"
Monitoren,"MSI Optix G27C","349,-","MSI","OptixG27C","27 inch","1920 x 1080 pixels","4 ms","None","144 Hz","IPS paneel","HDMI, DVI, DisplayPort","61,9 cm x 23,9 cm x 45,1 cm","5,8 kg"
Monitoren,"LG 34UC79G","599,-","LG","34UC79G-B.AEU","34 inch","2560 x 1080 pixels","5 ms","None","144 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","83,05 cm x 27,97 cm x 44,95 cm","8,6 kg"
Monitoren,"BenQ BL2205PT","132,99","BenQ","9H.LE9LA.TBE","22 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","VGA, DVI, DisplayPort","51 cm x 21,4 cm x 47,4 cm","4,2 kg"
Monitoren,"Eizo FlexScan EV2450-BK","299,-","Eizo","EV2450-BK","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","54 cm x 28 cm x 47 cm","6,2 kg"
Monitoren,"Samsung LS27E45KBH/EN","239,-","Samsung","LS27E45KBH/EN","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","VGA, DVI","39,8 cm x 22,4 cm x 63,9 cm","6,7 kg"
Monitoren,"BenQ BL2405HT","165,99","BenQ","9H.LAXLB.HBE","24 inch","1920 x 1080 pixels","2 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","57,9 cm x 21,3 cm x 39,2 cm","5,1 kg"
Monitoren,"Samsung LC27FG73FQUXEN","449,-","Samsung","LC27FG73FQUXEN","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon","62,1 cm x 28,1 cm x 54,1 cm","5,3 kg"
Monitoren,"LG 27MP48HQ","199,-","LG","27MP48HQ","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","63,4 cm x 21,2 cm x None","3,9 kg"
Monitoren,"LG 34UC99","999,-","LG","34UC99-W.AEU","34 inch","3440 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort","81,7 cm x 48,2 cm x 25,9 cm","8,3 kg"
Monitoren,"LG 27UD69P","499,-","LG","27UD69P-W.AEU","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,5 cm x 20,9 cm x 45,49 cm","5 kg"
Monitoren,"iiyama ProLite X2788QS-B1","299,-","Iiyama","X2788QS-B1","27 inch","2560 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon","6,435 cm x 2,42 cm x 4,62 cm","4,4 kg"
Monitoren,"AOC Q2775PQU","399,-","AOC","Q2775PQU","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","64 cm x 24,29 cm x 53,34 cm","6,6 kg"
Monitoren,"AOC AGON AG271UG","749,-","AOC","AG271UG","27 inch","3840 x 2160 pixels","1 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB, USB-type A","62,3 cm x 21,8 cm x 43,3 cm","6,8 kg"
Monitoren,"iiyama ProLite T2235MSC-B1","339,-","Iiyama","T2235MSC-B1","22 inch","1920 x 1080 pixels","6 ms","None","75 Hz","VA paneel","VGA, DVI, DisplayPort, USB-type A","52,25 cm x 4,9 cm x 32,05 cm","5 kg"
Monitoren,"AOC i2769VM","199,-","AOC","i2769VM","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort","62,2 cm x 13 cm x 44,9 cm","4,99 kg"
Monitoren,"Acer GF276bmipx","229,-","Acer","UM.HG6EE.010","27 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","63,9 cm x 17,9 cm x 38,9 cm","3,96 kg"
Monitoren,"Asus VZ229H","152,99","Asus","90LM02PC-B01670","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","49,8 cm x 21 cm x 38 cm","2,5 kg"
Monitoren,"LG 29UM69G","299,-","LG","29UM69G-B.AEU","29 inch","2560 x 1080 pixels","1 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB, USB-type C","70 cm x 24 cm x 70 cm","5,5 kg"
Monitoren,"AOC G2770PF","339,-","AOC","G2770PF","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","55,14 cm x 2,21 cm x 40,04 cm","8 kg"
Monitoren,"LG 24MB37PM","169,-","LG","24MB37PM","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","VGA, DVI","None x None x None","None"
Monitoren,"Acer Predator X34A","1.199,-","Acer","UM.CX0EE.A01","34 inch","3440 x 1440 pixels","4 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","82,5 cm x 30,9 cm x 46,69 cm","9,96 kg"
Monitoren,"LG 24MP88HV","206,-","LG","24MP88HV-S.AEU","24 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","54,1 cm x 18,62 cm x 41,45 cm","3,2 kg"
Monitoren,"LG 19MB15T","269,-","LG","19MB15T","19 inch","1280 x 1024 pixels","14 ms","None","60 Hz","IPS paneel","VGA","40,6 cm x 9,4 cm x 34,5 cm","3,8 kg"
Monitoren,"Acer Predator XB241Hbmipr","439,-","Acer","UM.FX1EE.001","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DisplayPort","56,7 cm x 26,8 cm x 54,2 cm","6,31 kg"
Monitoren,"BenQ GL2706PQ","289,-","BenQ","9H.LFJLB.QBE","27 inch","2560 x 1440 pixels","1 ms","None","75 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon","62,3 cm x 23 cm x 53,3 cm","6,2 kg"
Monitoren,"Asus VZ249H","179,-","Asus","90LM02QC-B01670","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","5,4 cm x 2,11 cm x 3,91 cm","2,9 kg"
Monitoren,"Samsung LS24H850QFUXEN","349,-","Samsung","LS24H850QFUXEN","24 inch","2560 x 1440 pixels","4 ms","None","60 Hz","PLS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","54 cm x 23,6 cm x 52,3 cm","6,4 kg"
Monitoren,"BenQ BL2711U","499,-","BenQ","9H.LD2LB.QBE","27 inch","3840 x 2160 pixels","4 ms","None","75 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","63,9 cm x 24 cm x 55,1 cm","0,008 kg"
Monitoren,"iiyama ProLite T2452MTS-B5","303,95","Iiyama","T2452MTS-B5","24 inch","1920 x 1080 pixels","2 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","55,6 cm x 22,05 cm x 39,3 cm","6,7 kg"
Monitoren,"AOC AGON AG251FZ","399,-","AOC","AG251FZ","25 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB, USB-type A","56,7 cm x 21,8 cm x 54,5 cm","6,5 kg"
Monitoren,"Asus MB169C+","249,-","Asus","MB169C+","15,6 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","USB-type C","37,9 cm x 0,85 cm x 23,6 cm","0,8 kg"
Monitoren,"LG 27MP89HM","299,-","LG","27MP89HM-S.AEU","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","61,3 cm x 20,4 cm x 45,7 cm","4,9 kg"
Monitoren,"BenQ PD2500Q","329,-","BenQ","9H.LG8LA.TSE","25 inch","2560 x 1440 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","57 cm x 23,9 cm x 53,2 cm","7,2 kg"
Monitoren,"Philips Brilliance BDM4037UW","699,-","Philips","BDM4037UW","40 inch","3840 x 2160 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","90,9 cm x 24,7 cm x 64,3 cm","11,6 kg"
Monitoren,"iiyama G-Master Black Hawk GE2288HS-B1","129,-","Iiyama","GE2288HS-B1","22 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DVI, Hoofdtelefoon","51,3 cm x 16,95 cm x 36,45 cm","3,2 kg"
Monitoren,"Philips 245C7QJSB","199,-","Philips","245C7QJSB","23,8 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","54,1 cm x 19,7 cm x 41,2 cm","2,87 kg"
Monitoren,"Acer GN246HLBbid","259,-","Acer","UM.FG6EE.B06","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI","56,5 cm x 17,9 cm x 40,1 cm","5,52 kg"
Monitoren,"Samsung LS27H850QFUXEN","499,-","Samsung","LS27H850QFUXEN","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","PLS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","61,2 cm x 23,6 cm x 54,4 cm","8 kg"
Monitoren,"Samsung S32F351FUU","309,-","Samsung","LS32F351FUUXEN","32 inch","1920 x 1080 pixels","5 ms","None","60 Hz","VA paneel","HDMI","73,16 cm x 24,77 cm x 52,22 cm","6,2 kg"
Monitoren,"LG 24MB37PY","179,-","LG","24MB37PY","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","54,8 cm x 24,6 cm x 36,7 cm","4,8 kg"
Monitoren,"Eizo FlexScan EV2780-BK","929,-","Eizo","EV2780-BK","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","6,1 cm x 2,45 cm x 5,45 cm","8,1 kg"
Monitoren,"Philips 272B7QPJEB","449,-","Philips","272B7QPJEB/00","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","61,4 cm x 25,7 cm x 54,8 cm","7,86 kg"
Monitoren,"HP Omen 32","448,99","HP","W9S97AA#ABB","32 inch","2560 x 1440 pixels","5 ms","None","75 Hz","VA paneel","HDMI, DisplayPort, USB-type A","73,99 cm x 17,89 cm x 52,23 cm","9,8 kg"
Monitoren,"iiyama ProLite T2252MSC-B1","279,-","Iiyama","T2252MSC-B1","22 inch","1920 x 1080 pixels","7 ms","None","76 Hz","IPS paneel","HDMI, VGA, DisplayPort","49,05 cm x 22,05 cm x 37,05 cm","2,16 kg"
Monitoren,"LG 22BK55WY-B","189,-","LG","22BK55WY-B.AEU","22 inch","1680 x 1050 pixels","5 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","50,6 cm x 23,9 cm x 37,9 cm","4,7 kg"
Monitoren,"Eizo FlexScan EV2456-WT","478,-","Eizo","EV2456-WT","24 inch","1920 x 1200 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","2,33 cm x 53,1 cm x 35,7 cm","6,7 kg"
Monitoren,"HP DreamColor Z27x Professional","1.059,-","HP","D7R00A4#ABB","27 inch","2560 x 1440 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","64,1 cm x 24,24 cm x 42,04 cm","8,8 kg"
Monitoren,"Acer Predator XB252Qbmiprzx","599,-","Acer","UM.KX2EE.001","25 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DisplayPort, USB-type A","55,8 cm x 26,8 cm x 50,6 cm","6,2 kg"
Monitoren,"Acer Predator XB272bmiprzx","699,-","Acer","UM.HX2EE.005","27 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","61,4 cm x 26,8 cm x 52,4 cm","7,51 kg"
Monitoren,"BenQ SV500","999,-","BenQ","9H.F0TTB.NA2","50 inch","1920 x 1080 pixels","6,5 ms","None","60 Hz","None","HDMI, VGA, DVI","64,3 cm x 11,05 cm x 112,3 cm","21 kg"
Monitoren,"Acer ED322QWIDX","299,-","Acer","UM.JE2EE.009","32 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DVI","71,1 cm x 20,8 cm x 52,6 cm","8,92 kg"
Monitoren,"BenQ PV3200PT","1.119,-","BenQ","9H.LEFLB.QBE","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","74 cm x 23,4 cm x 49 cm","12,2 kg"
Monitoren,"BenQ GW2780","229,-","BenQ","9H.LGELA.TBE","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","6,12 cm x 1,83 cm x 4,63 cm","4,85 kg"
Monitoren,"Eizo ColorEdge CG277","1.949,-","Eizo","CG277-BK","27 inch","2560 x 1440 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","65 cm x 28 cm x 43 cm","12,7 kg"
Monitoren,"Eizo FORIS FS2434-BK","349,-","Eizo","FS2434-BK","24 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DVI, USB-type A","54 cm x 20 cm x 46 cm","5,2 kg"
Monitoren,"Acer Predator Z271Tbmiphzx","799,-","Acer","UM.HZ1EE.T01","27 inch","1920 x 1080 pixels","4 ms","None","144 Hz","VA paneel","HDMI, DisplayPort","61,9 cm x 26,8 cm x 51,9 cm","7,6 kg"
Monitoren,"BenQ BH380","1.079,-","BenQ","9H.F15PB.NA1","38 inch","1920 x 545 pixels","9 ms","None","None","None","VGA, DVI, DisplayPort","98,09 cm x 4,36 cm x 30,32 cm","6,4 kg"
Monitoren,"BenQ EW2770QZ","459,-","BenQ","9H.LG1LA.TSE","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","61,38 cm x 6,13 cm x 46,06 cm","5,9 kg"
Monitoren,"iiyama XB3070WQS-B1","799,-","Iiyama","XB3070WQS-B1","30 inch","2560 x 1600 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon","69,25 cm x 23 cm x 47,7 cm","7,4 kg"
Monitoren,"Acer KG241Qbmiix","159,-","Acer","UM.UX1EE.001","23,6 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA","56,7 cm x 23,2 cm x 43,7 cm","4,42 kg"
Monitoren,"LG 27BK750Y","329,-","LG","27BK750Y-B.AEU","27 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB, USB-type A","61,214 cm x 27,686 cm x 54,356 cm","7,6 kg"
Monitoren,"Asus MG248QR","349,-","Asus","90LM02D3-B01370","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DVI, DisplayPort","56 cm x 21 cm x 49 cm","5,2 kg"
Monitoren,"HP Z27s","849,-","HP","J3G07AT#ABB","27 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","62,56 cm x 24,24 cm x 53,59 cm","7,8 kg"
Monitoren,"Asus VZ279Q","259,-","Asus","90LM02XC-B02470","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort","62 cm x 21 cm x 44 cm","3,9 kg"
Monitoren,"BenQ Zowie RL2460","249,-","BenQ","9H.LF3LB.QBE","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","57,9 cm x 50,2 cm x None","0,0052 kg"
Monitoren,"iiyama ProLite TE6568MIS-B1AG","2.369,-","Iiyama","TE6568MIS-B1AG","64 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","152,1 cm x 89,7 cm x 9,885 cm","45 kg"
Monitoren,"Eizo ColorEdge CG2420","1.289,-","Eizo","CG2420","24 inch","1920 x 1200 pixels","10 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","55 cm x 25 cm x 40 cm","7,8 kg"
Monitoren,"Asus VZ239Q","189,-","Asus","90LM033C-B02670","23 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort","53 cm x 21 cm x 39 cm","2,7 kg"
Monitoren,"iiyama ProLite TH4265MIS-B1AG","1.399,-","Iiyama","TH4265MIS-B1AG","42 inch","1920 x 1080 pixels","6,5 ms","None","75 Hz","AMVA paneel","HDMI, VGA, Hoofdtelefoon, USB-type A","93,02 cm x 74 cm x 52,33 cm","24,6 kg"
Monitoren,"iiyama ProLite TE8668MIS-B1AG","5.449,-","Iiyama","TE8668MIS-B1AG","86 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","116,1 cm x 10,05 cm x 198,85 cm","76 kg"
Monitoren,"iiyama ProLite TF4637MSC-B2AG","2.228,-","Iiyama","TF4637MSC-B2AG","46 inch","1920 x 1080 pixels","6,5 ms","None","60 Hz","AMVA paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","110 cm x 65,45 cm x 8,9 cm","34 kg"
Monitoren,"LG 23ET63V","399,-","LG","23ET63V-W","23 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","55,5 cm x 5,3 cm x 33,8 cm","4,4 kg"
Monitoren,"BenQ ZOWIE XL2735","499,-","BenQ","9H.LFHLB.QBE","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","55,88 cm x 22,6 cm x 63,25 cm","8,3 kg"
Monitoren,"Eizo FlexScan EV2455-BK","419,-","Eizo","EV2455-BK","24 inch","1920 x 1200 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","53 cm x 23 cm x 49 cm","6,5 kg"
Monitoren,"Asus MX27AQ","529,-","Asus","90LM0140-B01670","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","6,144 cm x 2,254 cm x 4,295 cm","5,5 kg"
Monitoren,"BenQ RP790","3.999,-","BenQ","9H.F1VTK.DE2","79 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon, USB-type A","184,7 cm x 9,5 cm x 109,3 cm","91 kg"
